Chapter,Adjective,Narrator
10,good,Victor Frankenstein
10,happy,Victor Frankenstein
10,virtuous,Victor Frankenstein
10,favourable,Victor Frankenstein
10,benevolent,Victor Frankenstein
10,dreary,Victor Frankenstein
10,many,Victor Frankenstein
10,only,Victor Frankenstein
10,bleak,Victor Frankenstein
10,kinder,Victor Frankenstein
10,fellow,Victor Frankenstein
10,miserable,Victor Frankenstein
10,great,Victor Frankenstein
10,guilty,Victor Frankenstein
10,human,Victor Frankenstein
10,bloody,Victor Frankenstein
10,own,Victor Frankenstein
10,satisfied,Victor Frankenstein
10,own,Victor Frankenstein
10,eternal,Victor Frankenstein
10,miserable,Victor Frankenstein
10,wretched,Victor Frankenstein
10,long,Victor Frankenstein
10,strange,Victor Frankenstein
10,fitting,Victor Frankenstein
10,fine,Victor Frankenstein
10,high,Victor Frankenstein
10,snowy,Victor Frankenstein
10,harmless,Victor Frankenstein
10,own,Victor Frankenstein
10,speedy,Victor Frankenstein
10,full,Victor Frankenstein
10,various,Victor Frankenstein
10,least,Victor Frankenstein
10,first,Victor Frankenstein
10,happy,Victor Frankenstein
10,opposite,Victor Frankenstein
10,cold,Victor Frankenstein
10,heavy,Victor Frankenstein
10,depressed,Victor Frankenstein
10,odious,Victor Frankenstein
11,considerable,The Creature
11,original,The Creature
11,confused,The Creature
11,indistinct,The Creature
11,strange,The Creature
11,same,The Creature
11,long,The Creature
11,various,The Creature
11,stronger,The Creature
11,great,The Creature
11,dark,The Creature
11,opaque,The Creature
11,impervious,The Creature
11,oppressive,The Creature
11,dormant,The Creature
11,dark,The Creature
11,cold,The Creature
11,frightened,The Creature
11,desolate,The Creature
11,insufficient,The Creature
11,poor,The Creature
11,helpless,The Creature
11,miserable,The Creature
11,gentle,The Creature
11,radiant,The Creature
11,cold,The Creature
11,huge,The Creature
11,distinct,The Creature
11,confused,The Creature
11,light,The Creature
11,innumerable,The Creature
11,various,The Creature
11,only,The Creature
11,bright,The Creature
11,several,The Creature
11,other,The Creature
11,clear,The Creature
11,delighted,The Creature
11,pleasant,The Creature
11,little,The Creature
11,greater,The Creature
11,radiant,The Creature
11,pleasant,The Creature
11,unable,The Creature
11,own,The Creature
11,uncouth,The Creature
11,inarticulate,The Creature
11,distinct,The Creature
11,additional,The Creature
11,accustomed,The Creature
11,right,The Creature
11,harsh,The Creature
11,sweet,The Creature
11,enticing,The Creature
11,cold,The Creature
11,wandering,The Creature
11,live,The Creature
11,strange,The Creature
11,same,The Creature
11,such,The Creature
11,opposite,The Creature
11,wet,The Creature
11,wet,The Creature
11,various,The Creature
11,great,The Creature
11,plentiful,The Creature
11,greatest,The Creature
11,dry,The Creature
11,wet,The Creature
11,first,The Creature
11,gentle,The Creature
11,useful,The Creature
11,more,The Creature
11,same,The Creature
11,live,The Creature
11,scarce,The Creature
11,whole,The Creature
11,few,The Creature
11,few,The Creature
11,satisfied,The Creature
11,several,The Creature
11,serious,The Creature
11,open,The Creature
11,great,The Creature
11,white,The Creature
11,disconsolate,The Creature
11,cold,The Creature
11,damp,The Creature
11,small,The Creature
11,new,The Creature
11,great,The Creature
11,open,The Creature
11,old,The Creature
11,capable,The Creature
11,different,The Creature
11,dry,The Creature
11,exquisite,The Creature
11,latter,The Creature
11,asleep,The Creature
11,white,The Creature
11,several,The Creature
11,miraculous,The Creature
11,stately,The Creature
11,best,The Creature
11,whole,The Creature
11,many,The Creature
11,other,The Creature
11,open,The Creature
11,low,The Creature
11,bare,The Creature
11,wretched,The Creature
11,neat,The Creature
11,pleasant,The Creature
11,late,The Creature
11,low,The Creature
11,dry,The Creature
11,innumerable,The Creature
11,agreeable,The Creature
11,happy,The Creature
11,miserable,The Creature
11,adjacent,The Creature
11,clear,The Creature
11,open,The Creature
11,sufficient,The Creature
11,clean,The Creature
11,coarse,The Creature
11,pure,The Creature
11,little,The Creature
11,dry,The Creature
11,warm,The Creature
11,bleak,The Creature
11,former,The Creature
11,dank,The Creature
11,about,The Creature
11,little,The Creature
11,small,The Creature
11,young,The Creature
11,young,The Creature
11,gentle,The Creature
11,coarse,The Creature
11,blue,The Creature
11,only,The Creature
11,fair,The Creature
11,patient,The Creature
11,sad,The Creature
11,young,The Creature
11,deeper,The Creature
11,few,The Creature
11,melancholy,The Creature
11,young,The Creature
11,small,The Creature
11,imperceptible,The Creature
11,small,The Creature
11,visible,The Creature
11,clean,The Creature
11,bare,The Creature
11,small,The Creature
11,old,The Creature
11,disconsolate,The Creature
11,young,The Creature
11,old,The Creature
11,sweeter,The Creature
11,lovely,The Creature
11,poor,The Creature
11,beautiful,The Creature
11,silver,The Creature
11,benevolent,The Creature
11,aged,The Creature
11,gentle,The Creature
11,sweet,The Creature
11,mournful,The Creature
11,amiable,The Creature
11,old,The Creature
11,few,The Creature
11,fair,The Creature
11,such,The Creature
11,peculiar,The Creature
11,such,The Creature
11,cold,The Creature
11,unable,The Creature
11,young,The Creature
11,large,The Creature
11,pleased,The Creature
11,young,The Creature
11,young,The Creature
11,old,The Creature
11,pensive,The Creature
11,cheerful,The Creature
11,young,The Creature
11,old,The Creature
11,few,The Creature
11,excellent,The Creature
11,old,The Creature
11,silver,The Creature
11,younger,The Creature
11,slight,The Creature
11,graceful,The Creature
11,finest,The Creature
11,utmost,The Creature
11,old,The Creature
11,different,The Creature
11,extreme,The Creature
11,delighted,The Creature
11,human,The Creature
11,young,The Creature
11,various,The Creature
11,old,The Creature
11,divine,The Creature
11,utter,The Creature
11,monotonous,The Creature
11,old,The Creature
11,short,The Creature
12,gentle,The Creature
12,barbarous,The Creature
12,right,The Creature
12,present,The Creature
12,next,The Creature
12,young,The Creature
12,first,The Creature
12,same,The Creature
12,young,The Creature
12,various,The Creature
12,laborious,The Creature
12,old,The Creature
12,blind,The Creature
12,younger,The Creature
12,venerable,The Creature
12,little,The Creature
12,benevolent,The Creature
12,happy,The Creature
12,young,The Creature
12,such,The Creature
12,lovely,The Creature
12,miserable,The Creature
12,strange,The Creature
12,solitary,The Creature
12,gentle,The Creature
12,unhappy,The Creature
12,delightful,The Creature
12,such,The Creature
12,delicious,The Creature
12,hungry,The Creature
12,excellent,The Creature
12,more,The Creature
12,unable,The Creature
12,perpetual,The Creature
12,many,The Creature
12,first,The Creature
12,enigmatic,The Creature
12,considerable,The Creature
12,amiable,The Creature
12,distressing,The Creature
12,little,The Creature
12,younger,The Creature
12,several,The Creature
12,old,The Creature
12,own,The Creature
12,great,The Creature
12,sufficient,The Creature
12,several,The Creature
12,first,The Creature
12,young,The Creature
12,great,The Creature
12,loud,The Creature
12,greater,The Creature
12,articulate,The Creature
12,godlike,The Creature
12,quick,The Creature
12,apparent,The Creature
12,visible,The Creature
12,unable,The Creature
12,great,The Creature
12,several,The Creature
12,familiar,The Creature
12,several,The Creature
12,old,The Creature
12,able,The Creature
12,several,The Creature
12,other,The Creature
12,able,The Creature
12,such,The Creature
12,good,The Creature
12,unhappy,The Creature
12,gentle,The Creature
12,unhappy,The Creature
12,depressed,The Creature
12,few,The Creature
12,human,The Creature
12,other,The Creature
12,harsh,The Creature
12,rude,The Creature
12,superior,The Creature
12,old,The Creature
12,cheerful,The Creature
12,unperceived,The Creature
12,cheerful,The Creature
12,unpractised,The Creature
12,sorrowful,The Creature
12,cheerful,The Creature
12,old,The Creature
12,innumerable,The Creature
12,slight,The Creature
12,amiable,The Creature
12,first,The Creature
12,little,The Creature
12,white,The Creature
12,snowy,The Creature
12,perpetual,The Creature
12,invisible,The Creature
12,other,The Creature
12,little,The Creature
12,frosty,The Creature
12,old,The Creature
12,many,The Creature
12,same,The Creature
12,possible,The Creature
12,whole,The Creature
12,perfect,The Creature
12,delicate,The Creature
12,transparent,The Creature
12,unable,The Creature
12,convinced,The Creature
12,bitterest,The Creature
12,fatal,The Creature
12,miserable,The Creature
12,warmer,The Creature
12,bare,The Creature
12,black,The Creature
12,impending,The Creature
12,coarse,The Creature
12,wholesome,The Creature
12,several,The Creature
12,new,The Creature
12,old,The Creature
12,high,The Creature
12,pleasant,The Creature
12,uniform,The Creature
12,various,The Creature
12,own,The Creature
12,necessary,The Creature
12,invisible,The Creature
12,good,The Creature
12,wonderful,The Creature
12,active,The Creature
12,lovely,The Creature
12,inquisitive,The Creature
12,miserable,The Creature
12,sad,The Creature
12,foolish,The Creature
12,absent,The Creature
12,venerable,The Creature
12,blind,The Creature
12,gentle,The Creature
12,excellent,The Creature
12,superior,The Creature
12,future,The Creature
12,gentle,The Creature
12,fresh,The Creature
12,harsh,The Creature
12,supple,The Creature
12,soft,The Creature
12,such,The Creature
12,tolerable,The Creature
12,gentle,The Creature
12,affectionate,The Creature
12,rude,The Creature
12,better,The Creature
12,pleasant,The Creature
12,genial,The Creature
12,various,The Creature
12,cheerful,The Creature
12,happy,The Creature
12,happy,The Creature
12,fit,The Creature
12,short,The Creature
12,bleak,The Creature
12,damp,The Creature
12,unwholesome,The Creature
12,enchanting,The Creature
12,present,The Creature
12,bright,The Creature
13,moving,The Creature
13,fine,The Creature
13,gloomy,The Creature
13,beautiful,The Creature
13,gratified,The Creature
13,old,The Creature
13,melancholy,The Creature
13,cheerful,The Creature
13,old,The Creature
13,dark,The Creature
13,thick,The Creature
13,black,The Creature
13,sweet,The Creature
13,musical,The Creature
13,angelic,The Creature
13,dark,The Creature
13,gentle,The Creature
13,regular,The Creature
13,fair,The Creature
13,lovely,The Creature
13,ravished,The Creature
13,ecstatic,The Creature
13,capable,The Creature
13,beautiful,The Creature
13,different,The Creature
13,few,The Creature
13,lovely,The Creature
13,sweet,The Creature
13,young,The Creature
13,old,The Creature
13,articulate,The Creature
13,own,The Creature
13,many,The Creature
13,happy,The Creature
13,gentle,The Creature
13,lovely,The Creature
13,sorrowful,The Creature
13,frequent,The Creature
13,same,The Creature
13,same,The Creature
13,first,The Creature
13,most,The Creature
13,good,The Creature
13,sweet,The Creature
13,frequent,The Creature
13,lovely,The Creature
13,impossible,The Creature
13,next,The Creature
13,usual,The Creature
13,old,The Creature
13,beautiful,The Creature
13,delight,The Creature
13,rich,The Creature
13,simple,The Creature
13,sweet,The Creature
13,wondrous,The Creature
13,old,The Creature
13,greatest,The Creature
13,sole,The Creature
13,gay,The Creature
13,happy,The Creature
13,most,The Creature
13,black,The Creature
13,green,The Creature
13,innumerable,The Creature
13,sweet,The Creature
13,pale,The Creature
13,warmer,The Creature
13,clear,The Creature
13,balmy,The Creature
13,nocturnal,The Creature
13,extreme,The Creature
13,late,The Creature
13,early,The Creature
13,fearful,The Creature
13,same,The Creature
13,first,The Creature
13,close,The Creature
13,little,The Creature
13,broken,The Creature
13,wide,The Creature
13,very,The Creature
13,minute,The Creature
13,declamatory,The Creature
13,cursory,The Creature
13,several,The Creature
13,different,The Creature
13,slothful,The Creature
13,stupendous,The Creature
13,mental,The Creature
13,wonderful,The Creature
13,early,The Creature
13,subsequent,The Creature
13,mighty,The Creature
13,american,The Creature
13,hapless,The Creature
13,original,The Creature
13,wonderful,The Creature
13,strange,The Creature
13,powerful,The Creature
13,virtuous,The Creature
13,magnificent,The Creature
13,vicious,The Creature
13,mere,The Creature
13,evil,The Creature
13,noble,The Creature
13,godlike,The Creature
13,great,The Creature
13,virtuous,The Creature
13,highest,The Creature
13,sensitive,The Creature
13,vicious,The Creature
13,many,The Creature
13,lowest,The Creature
13,abject,The Creature
13,blind,The Creature
13,harmless,The Creature
13,long,The Creature
13,new,The Creature
13,strange,The Creature
13,human,The Creature
13,immense,The Creature
13,squalid,The Creature
13,noble,The Creature
13,high,The Creature
13,rare,The Creature
13,few,The Creature
13,ignorant,The Creature
13,loathsome,The Creature
13,same,The Creature
13,agile,The Creature
13,cold,The Creature
13,less,The Creature
13,native,The Creature
13,strange,The Creature
13,good,The Creature
13,gentle,The Creature
13,amiable,The Creature
13,unseen,The Creature
13,unknown,The Creature
13,satisfied,The Creature
13,gentle,The Creature
13,animated,The Creature
13,charming,The Creature
13,mild,The Creature
13,old,The Creature
13,lively,The Creature
13,miserable,The Creature
13,unhappy,The Creature
13,other,The Creature
13,impressed,The Creature
13,lively,The Creature
13,older,The Creature
13,precious,The Creature
13,various,The Creature
13,human,The Creature
13,mutual,The Creature
13,past,The Creature
13,blind,The Creature
13,earliest,The Creature
13,such,The Creature
13,various,The Creature
13,delight,The Creature
13,additional,The Creature
13,innocent,The Creature
13,half,The Creature
13,painful,The Creature
14,interesting,The Creature
14,wonderful,The Creature
14,inexperienced,The Creature
14,old,The Creature
14,good,The Creature
14,many,The Creature
14,highest,The Creature
14,few,The Creature
14,large,The Creature
14,luxurious,The Creature
14,refinement,The Creature
14,moderate,The Creature
14,turkish,The Creature
14,many,The Creature
14,obnoxious,The Creature
14,very,The Creature
14,flagrant,The Creature
14,indignant,The Creature
14,present,The Creature
14,uncontrollable,The Creature
14,solemn,The Creature
14,many,The Creature
14,fruitless,The Creature
14,grated,The Creature
14,unguarded,The Creature
14,unfortunate,The Creature
14,barbarous,The Creature
14,known,The Creature
14,amazed,The Creature
14,delighted,The Creature
14,lovely,The Creature
14,lively,The Creature
14,own,The Creature
14,delicate,The Creature
14,several,The Creature
14,lovely,The Creature
14,old,The Creature
14,ardent,The Creature
14,same,The Creature
14,own,The Creature
14,young,The Creature
14,high,The Creature
14,enthusiastic,The Creature
14,higher,The Creature
14,female,The Creature
14,impressed,The Creature
14,infantile,The Creature
14,accustomed,The Creature
14,grand,The Creature
14,noble,The Creature
14,previous,The Creature
14,distant,The Creature
14,many,The Creature
14,former,The Creature
14,obscure,The Creature
14,favourable,The Creature
14,turkish,The Creature
14,simplest,The Creature
14,tenderest,The Creature
14,divine,The Creature
14,native,The Creature
14,youthful,The Creature
14,far,The Creature
14,other,The Creature
14,lukewarm,The Creature
14,italian,The Creature
14,necessary,The Creature
14,blind,The Creature
14,aged,The Creature
14,gentle,The Creature
14,free,The Creature
14,favourable,The Creature
14,lovely,The Creature
14,perpetual,The Creature
14,native,The Creature
14,miserable,The Creature
14,treacherous,The Creature
14,such,The Creature
14,unheard,The Creature
14,good,The Creature
14,future,The Creature
14,such,The Creature
14,miserable,The Creature
14,beloved,The Creature
14,bitter,The Creature
14,irreparable,The Creature
14,new,The Creature
14,more,The Creature
14,native,The Creature
14,generous,The Creature
14,tyrannical,The Creature
14,few,The Creature
14,french,The Creature
14,few,The Creature
14,confidential,The Creature
14,greater,The Creature
14,own,The Creature
14,abhorrent,The Creature
14,averse,The Creature
14,common,The Creature
14,ill,The Creature
14,devoted,The Creature
14,poor,The Creature
14,ignorant,The Creature
14,good,The Creature
15,such,The Creature
15,beloved,The Creature
15,social,The Creature
15,distant,The Creature
15,present,The Creature
15,busy,The Creature
15,many,The Creature
15,admirable,The Creature
15,same,The Creature
15,accustomed,The Creature
15,own,The Creature
15,leathern,The Creature
15,several,The Creature
15,extreme,The Creature
15,ordinary,The Creature
15,new,The Creature
15,lowest,The Creature
15,simple,The Creature
15,many,The Creature
15,many,The Creature
15,obscure,The Creature
15,gentle,The Creature
15,domestic,The Creature
15,lofty,The Creature
15,alive,The Creature
15,own,The Creature
15,divine,The Creature
15,own,The Creature
15,similar,The Creature
15,same,The Creature
15,dependent,The Creature
15,free,The Creature
15,hideous,The Creature
15,unable,The Creature
15,first,The Creature
15,ancient,The Creature
15,different,The Creature
15,high,The Creature
15,wretched,The Creature
15,own,The Creature
15,past,The Creature
15,many,The Creature
15,confused,The Creature
15,wide,The Creature
15,mighty,The Creature
15,boundless,The Creature
15,unacquainted,The Creature
15,large,The Creature
15,only,The Creature
15,human,The Creature
15,new,The Creature
15,mightier,The Creature
15,public,The Creature
15,greatest,The Creature
15,virtue,The Creature
15,relative,The Creature
15,peaceable,The Creature
15,patriarchal,The Creature
15,firm,The Creature
15,first,The Creature
15,young,The Creature
15,different,The Creature
15,excited,The Creature
15,different,The Creature
15,deeper,The Creature
15,other,The Creature
15,true,The Creature
15,omnipotent,The Creature
15,capable,The Creature
15,exciting,The Creature
15,several,The Creature
15,own,The Creature
15,other,The Creature
15,different,The Creature
15,other,The Creature
15,perfect,The Creature
15,happy,The Creature
15,prosperous,The Creature
15,especial,The Creature
15,superior,The Creature
15,wretched,The Creature
15,helpless,The Creature
15,many,The Creature
15,bitter,The Creature
15,able,The Creature
15,domestic,The Creature
15,whole,The Creature
15,disgusting,The Creature
15,minutest,The Creature
15,odious,The Creature
15,loathsome,The Creature
15,own,The Creature
15,indelible,The Creature
15,hateful,The Creature
15,accursed,The Creature
15,hideous,The Creature
15,beautiful,The Creature
15,alluring,The Creature
15,own,The Creature
15,filthy,The Creature
15,horrid,The Creature
15,very,The Creature
15,fellow,The Creature
15,solitary,The Creature
15,amiable,The Creature
15,benevolent,The Creature
15,personal,The Creature
15,monstrous,The Creature
15,least,The Creature
15,unwilling,The Creature
15,few,The Creature
15,more,The Creature
15,several,The Creature
15,greater,The Creature
15,more,The Creature
15,rich,The Creature
15,happy,The Creature
15,serene,The Creature
15,peaceful,The Creature
15,tumultuous,The Creature
15,wretched,The Creature
15,true,The Creature
15,inconstant,The Creature
15,few,The Creature
15,fancy,The Creature
15,amiable,The Creature
15,lovely,The Creature
15,angelic,The Creature
15,alone,The Creature
15,bleak,The Creature
15,lovely,The Creature
15,more,The Creature
15,other,The Creature
15,greater,The Creature
15,amiable,The Creature
15,sweet,The Creature
15,utmost,The Creature
15,poor,The Creature
15,true,The Creature
15,greater,The Creature
15,little,The Creature
15,unworthy,The Creature
15,entire,The Creature
15,many,The Creature
15,blind,The Creature
15,old,The Creature
15,alone,The Creature
15,enough,The Creature
15,unnatural,The Creature
15,chief,The Creature
15,harsh,The Creature
15,terrible,The Creature
15,good,The Creature
15,old,The Creature
15,younger,The Creature
15,red,The Creature
15,diffused,The Creature
15,long,The Creature
15,old,The Creature
15,own,The Creature
15,several,The Creature
15,mournful,The Creature
15,sweet,The Creature
15,sweet,The Creature
15,mournful,The Creature
15,quick,The Creature
15,silent,The Creature
15,excellent,The Creature
15,fresh,The Creature
15,old,The Creature
15,little,The Creature
15,few,The Creature
15,blind,The Creature
15,afraid,The Creature
15,difficult,The Creature
15,precious,The Creature
15,irresolute,The Creature
15,old,The Creature
15,stranger,The Creature
15,french,The Creature
15,french,The Creature
15,french,The Creature
15,unfortunate,The Creature
15,deserted,The Creature
15,amiable,The Creature
15,little,The Creature
15,full,The Creature
15,friendless,The Creature
15,unfortunate,The Creature
15,obvious,The Creature
15,full,The Creature
15,brotherly,The Creature
15,good,The Creature
15,amiable,The Creature
15,kind,The Creature
15,excellent,The Creature
15,good,The Creature
15,harmless,The Creature
15,beneficial,The Creature
15,fatal,The Creature
15,kind,The Creature
15,detestable,The Creature
15,unfortunate,The Creature
15,blameless,The Creature
15,about,The Creature
15,many,The Creature
15,overwhelming,The Creature
15,unknown,The Creature
15,many,The Creature
15,daily,The Creature
15,old,The Creature
15,blind,The Creature
15,sincere,The Creature
15,poor,The Creature
15,true,The Creature
15,serviceable,The Creature
15,human,The Creature
15,excellent,The Creature
15,generous,The Creature
15,criminal,The Creature
15,unfortunate,The Creature
15,innocent,The Creature
15,best,The Creature
15,grateful,The Creature
15,present,The Creature
15,sufficient,The Creature
15,younger,The Creature
15,old,The Creature
15,great,The Creature
15,old,The Creature
15,unable,The Creature
15,supernatural,The Creature
15,bitter,The Creature
15,general,The Creature
16,cursed,The Creature
16,fearful,The Creature
16,wild,The Creature
16,like,The Creature
16,miserable,The Creature
16,cold,The Creature
16,bare,The Creature
16,sweet,The Creature
16,universal,The Creature
16,arch,The Creature
16,unsympathised,The Creature
16,fatigued,The Creature
16,bodily,The Creature
16,damp,The Creature
16,sick,The Creature
16,more,The Creature
16,insupportable,The Creature
16,impossible,The Creature
16,thick,The Creature
16,pleasant,The Creature
16,pure,The Creature
16,hasty,The Creature
16,apparent,The Creature
16,old,The Creature
16,irretrievable,The Creature
16,much,The Creature
16,old,The Creature
16,profound,The Creature
16,peaceful,The Creature
16,horrible,The Creature
16,enraged,The Creature
16,silent,The Creature
16,accustomed,The Creature
16,dreadful,The Creature
16,dark,The Creature
16,violent,The Creature
16,surprised,The Creature
16,unusual,The Creature
16,unfair,The Creature
16,useless,The Creature
16,greatest,The Creature
16,dreadful,The Creature
16,few,The Creature
16,utter,The Creature
16,stupid,The Creature
16,only,The Creature
16,first,The Creature
16,mild,The Creature
16,gentle,The Creature
16,exquisite,The Creature
16,unable,The Creature
16,human,The Creature
16,inanimate,The Creature
16,fierce,The Creature
16,mighty,The Creature
16,dry,The Creature
16,devoted,The Creature
16,western,The Creature
16,loud,The Creature
16,forked,The Creature
16,convinced,The Creature
16,horrible,The Creature
16,more,The Creature
16,relative,The Creature
16,different,The Creature
16,native,The Creature
16,southwesterly,The Creature
16,only,The Creature
16,single,The Creature
16,human,The Creature
16,heartless,The Creature
16,other,The Creature
16,human,The Creature
16,long,The Creature
16,intense,The Creature
16,late,The Creature
16,fearful,The Creature
16,human,The Creature
16,heatless,The Creature
16,mighty,The Creature
16,frozen,The Creature
16,hard,The Creature
16,bare,The Creature
16,few,The Creature
16,green,The Creature
16,especial,The Creature
16,deep,The Creature
16,first,The Creature
16,dead,The Creature
16,surprised,The Creature
16,happy,The Creature
16,soft,The Creature
16,humid,The Creature
16,such,The Creature
16,deep,The Creature
16,rapid,The Creature
16,many,The Creature
16,fresh,The Creature
16,young,The Creature
16,precipitous,The Creature
16,rapid,The Creature
16,extreme,The Creature
16,senseless,The Creature
16,deeper,The Creature
16,increased,The Creature
16,human,The Creature
16,miserable,The Creature
16,few,The Creature
16,hellish,The Creature
16,eternal,The Creature
16,miserable,The Creature
16,oppressive,The Creature
16,daily,The Creature
16,deep,The Creature
16,deadly,The Creature
16,such,The Creature
16,bright,The Creature
16,gentle,The Creature
16,desolate,The Creature
16,unhappy,The Creature
16,gentle,The Creature
16,stupendous,The Creature
16,slight,The Creature
16,beautiful,The Creature
16,little,The Creature
16,unprejudiced,The Creature
16,short,The Creature
16,desolate,The Creature
16,shrill,The Creature
16,ugly,The Creature
16,hideous,The Creature
16,syndic,The Creature
16,eternal,The Creature
16,first,The Creature
16,dead,The Creature
16,hellish,The Creature
16,invulnerable,The Creature
16,other,The Creature
16,lovely,The Creature
16,few,The Creature
16,dark,The Creature
16,deep,The Creature
16,lovely,The Creature
16,such,The Creature
16,beautiful,The Creature
16,divine,The Creature
16,such,The Creature
16,secluded,The Creature
16,empty,The Creature
16,young,The Creature
16,beautiful,The Creature
16,agreeable,The Creature
16,awake,The Creature
16,fairest,The Creature
16,near,The Creature
16,thine,The Creature
16,beloved,The Creature
16,awake,The Creature
16,awake,The Creature
16,sanguinary,The Creature
16,immense,The Creature
16,alone,The Creature
16,miserable,The Creature
16,horrible,The Creature
16,same,The Creature
16,same,The Creature
17,bewildered,Victor Frankenstein
17,perplexed,Victor Frankenstein
17,unable,Victor Frankenstein
17,full,Victor Frankenstein
17,necessary,Victor Frankenstein
17,latter,Victor Frankenstein
17,peaceful,Victor Frankenstein
17,miserable,Victor Frankenstein
17,own,Victor Frankenstein
17,joint,Victor Frankenstein
17,content,Victor Frankenstein
17,malicious,Victor Frankenstein
17,miserable,Victor Frankenstein
17,more,Victor Frankenstein
17,own,Victor Frankenstein
17,human,Victor Frankenstein
17,insurmountable,Victor Frankenstein
17,abject,Victor Frankenstein
17,arch,Victor Frankenstein
17,inextinguishable,Victor Frankenstein
17,fiendish,Victor Frankenstein
17,horrible,Victor Frankenstein
17,human,Victor Frankenstein
17,detrimental,Victor Frankenstein
17,whole,Victor Frankenstein
17,reasonable,Victor Frankenstein
17,moderate,Victor Frankenstein
17,hideous,Victor Frankenstein
17,small,Victor Frankenstein
17,true,Victor Frankenstein
17,attached,Victor Frankenstein
17,happy,Victor Frankenstein
17,harmless,Victor Frankenstein
17,free,Victor Frankenstein
17,happy,Victor Frankenstein
17,possible,Victor Frankenstein
17,fine,Victor Frankenstein
17,other,Victor Frankenstein
17,human,Victor Frankenstein
17,vast,Victor Frankenstein
17,sufficient,Victor Frankenstein
17,same,Victor Frankenstein
17,content,Victor Frankenstein
17,same,Victor Frankenstein
17,peaceful,Victor Frankenstein
17,human,Victor Frankenstein
17,favourable,Victor Frankenstein
17,only,Victor Frankenstein
17,evil,Victor Frankenstein
17,inconstant,Victor Frankenstein
17,most,Victor Frankenstein
17,evil,Victor Frankenstein
17,strange,Victor Frankenstein
17,filthy,Victor Frankenstein
17,small,Victor Frankenstein
17,harmless,Victor Frankenstein
17,wider,Victor Frankenstein
17,ignorant,Victor Frankenstein
17,equal,Victor Frankenstein
17,sensitive,Victor Frankenstein
17,various,Victor Frankenstein
17,subsequent,Victor Frankenstein
17,inaccessible,Victor Frankenstein
17,vain,Victor Frankenstein
17,long,Victor Frankenstein
17,due,Victor Frankenstein
17,solemn,Victor Frankenstein
17,other,Victor Frankenstein
17,blue,Victor Frankenstein
17,unutterable,Victor Frankenstein
17,ready,Victor Frankenstein
17,fearful,Victor Frankenstein
17,greater,Victor Frankenstein
17,whole,Victor Frankenstein
17,heavy,Victor Frankenstein
17,little,Victor Frankenstein
17,advanced,Victor Frankenstein
17,dark,Victor Frankenstein
17,broken,Victor Frankenstein
17,wonderful,Victor Frankenstein
17,strange,Victor Frankenstein
17,about,Victor Frankenstein
17,wild,Victor Frankenstein
17,miserable,Victor Frankenstein
17,eternal,Victor Frankenstein
17,dull,Victor Frankenstein
17,ugly,Victor Frankenstein
17,own,Victor Frankenstein
17,wild,Victor Frankenstein
17,intense,Victor Frankenstein
17,more,Victor Frankenstein
17,other,Victor Frankenstein
18,disappointed,Victor Frankenstein
18,unable,Victor Frankenstein
18,several,Victor Frankenstein
18,profound,Victor Frankenstein
18,laborious,Victor Frankenstein
18,english,Victor Frankenstein
18,material,Victor Frankenstein
18,first,Victor Frankenstein
18,immediate,Victor Frankenstein
18,absolute,Victor Frankenstein
18,unhappy,Victor Frankenstein
18,best,Victor Frankenstein
18,devouring,Victor Frankenstein
18,perfect,Victor Frankenstein
18,whole,Victor Frankenstein
18,little,Victor Frankenstein
18,silent,Victor Frankenstein
18,listless,Victor Frankenstein
18,fresh,Victor Frankenstein
18,bright,Victor Frankenstein
18,cheerful,Victor Frankenstein
18,happy,Victor Frankenstein
18,dear,Victor Frankenstein
18,former,Victor Frankenstein
18,unhappy,Victor Frankenstein
18,useless,Victor Frankenstein
18,treble,Victor Frankenstein
18,dear,Victor Frankenstein
18,domestic,Victor Frankenstein
18,other,Victor Frankenstein
18,earliest,Victor Frankenstein
18,suited,Victor Frankenstein
18,blind,Victor Frankenstein
18,best,Victor Frankenstein
18,dear,Victor Frankenstein
18,warmest,Victor Frankenstein
18,future,Victor Frankenstein
18,dear,Victor Frankenstein
18,more,Victor Frankenstein
18,experienced,Victor Frankenstein
18,happy,Victor Frankenstein
18,present,Victor Frankenstein
18,strong,Victor Frankenstein
18,immediate,Victor Frankenstein
18,unfortunate,Victor Frankenstein
18,recent,Victor Frankenstein
18,everyday,Victor Frankenstein
18,younger,Victor Frankenstein
18,competent,Victor Frankenstein
18,early,Victor Frankenstein
18,future,Victor Frankenstein
18,serious,Victor Frankenstein
18,incapable,Victor Frankenstein
18,immediate,Victor Frankenstein
18,solemn,Victor Frankenstein
18,manifold,Victor Frankenstein
18,devoted,Victor Frankenstein
18,deadly,Victor Frankenstein
18,long,Victor Frankenstein
18,indispensable,Victor Frankenstein
18,present,Victor Frankenstein
18,latter,Victor Frankenstein
18,dilatory,Victor Frankenstein
18,unsatisfactory,Victor Frankenstein
18,insurmountable,Victor Frankenstein
18,loathsome,Victor Frankenstein
18,familiar,Victor Frankenstein
18,fearful,Victor Frankenstein
18,slightest,Victor Frankenstein
18,aware,Victor Frankenstein
18,harrowing,Victor Frankenstein
18,unearthly,Victor Frankenstein
18,fond,Victor Frankenstein
18,true,Victor Frankenstein
